,address,bathrooms,bedrooms,description,latitude,longitude,sqft,title,price per room
2124,1338 Shattuck Ave,0,0,0,37.882461,-122.269968,0,0,1819
2125,1212 Neilson St,0,0,0,37.8824664,-122.2889383,0,0,1742
2126,2131 Rose St,0,0,0,37.882467,-122.2681,0,0,1437
2127,1316 Bonita Ave,0,0,0,37.882468,-122.273407,0,0,2900
2128,1312 Josephine St,0,0,0,37.88249,-122.275715,0,0,2325
2129,1405 Spring Way,0,1,"
Lovely 1.5 bedroom apartment is in a 2 unit home on a quiet, safe, dead end street. This gem is in a perfect location and rarely on the market. It's 7 blocks from UC campus, 5 blocks from the Gourmet Ghetto, 3 blocks from Rose Garden/ tennis, a mile from BART and enjoys a bay view of the Golden Gate Bridge. There's 1 bedroom plus an alcove overlooking the garden that makes a perfect office, yoga/meditation space, or art/craft space.
Kitchen has granite countertops. Great lighting and decorative features. Wood floors. Carpeting in bedroom. Â_ bath. Includes flat screen TV, gently used queen bed, other furnishings negotiable. Cable-ready.
$1995/month includes utilities, washer and dryer access, and wireless. Prefer an individual renting March 1 -- August 1, with the possibility of continuing. No pets.
Please call or text
",37.882534,-122.263745,0,Quiet gem. Walk distance to UC/gourmet ghetto/Bart,1995
2130,1371 Shattuck Ave,0,0,0,37.882555,-122.269287,0,0,2204
2131,1327 Milvia St,0,0,0,37.882565,-122.2716,0,0,1767
2132,1329 Henry St,0,0,0,37.882572,-122.270445,0,0,2235
2133,1334 Walnut St,0,0,0,37.882631,-122.26881,0,0,1850
2134,1667 Hopkins Street,0,2,"
",37.882677,-122.280176,0,"Amazing 2 Bedroom Flat, Creekside Setting, Steps from Monterey Market",1550
2135,1337 Shattuck Ave,0,0,0,37.8826909,-122.2694519,0,0,1292
2136,1335 Shattuck Ave,0,0,0,37.882719,-122.269293,0,0,1292
2137,1333 Shattuck Ave,0,0,0,37.8827216,-122.2694182,0,0,1292
2138,1299 Carlotta Ave,0,0,0,37.8827363,-122.2803451,0,0,2850
2139,1192 Kains Ave,0,0,0,37.8827489,-122.29583,0,0,1117
2140,1323 Henry St,0,0,0,37.882823,-122.270479,0,0,2500
2141,1210 Masonic Ave,0,0,0,37.882854,-122.2912657,0,0,1800
2142,1322 Shattuck Ave,0,0,0,37.882957,-122.270046,0,0,2361
2143,1354 Scenic Ave,0,0,0,37.8830389,-122.263491,0,0,1900
2144,1360 Scenic Ave,0,0,0,37.8830658,-122.2633419,0,0,1900
2145,1315 Henry St,0,0,0,37.883081,-122.270512,0,0,2000
2146,1910 Berryman St,0,0,0,37.883096,-122.273531,0,0,2080
2147,1318 Shattuck Ave,0,0,0,37.883102,-122.27004,0,0,2132
2148,1356 Scenic Ave,0,0,0,37.8831538,-122.2633689,0,0,1900
2149,1332 Shattuck Ave,1,2,"
**Showings Available by Appointment** 
Large 2 bedroom in beautiful classic Berkeley building near Gourmet Ghetto available March 7th
1332 Shattuck Ave, Berkeley, CA 94709
$3,200/mo 
KEY FEATURES
Year Built: 1924
Sq Footage: Over 900 sqft.
Bedrooms: 2 Bed
Bathrooms: 1 Bath
Parking: Carport spot available for $100 a month
Lease Duration: 1 Year
Deposit: $3,200
Pets Policy: Cats OK
Laundry: Coin Operated
Floor: 4th
Property Type: Apartment
DESCRIPTION
1332 Shattuck Avenue, Berkeley CA 94709 
The property is a beautiful eighteen unit apartment building located in the highly desirable North Berkeley Neighborhood, just a few short blocks north of the Cal campus. The four story property was constructed in 1924 and still retains the charm of the period with wood floors, high ceilings, and spacious living quarters. Amenities include on-site parking with both covered and uncovered spaces available, a large bike room, gym, on-site laundry, secure entrance, roof top deck with panoramic views of the entire bay, beautifully landscaped grounds, and walking distance to UC Berkeley. 
BEDROOMS: Two BATHROOMS: One 
RENT: $3,200 DEPOSIT:$3,200 
AVAILABILITY: March 7th 
Property Highlights 
Located in Berkeley's premier North Berkeley neighborhood
A short walk to UC Berkeley campus
Large unit with huge walk-in closet
Top Floor unit with views of the Berkeley Hills
1920's building charm with hardwood floors and period details
Secure bike room, laundry facilities, and on-site gym
Covered and Uncovered Parking Included in Rent
Remodeled units with butcher block counters
Rooftop deck with panoramic views of Golden Gate, SF, and Berkeley Hills
Utilities NOT included
Neighborhood Highlights:
Walking distance to all your favorite Gourmet Ghetto locations
Live Oak Park half a block away
North Berkeley All Organic Farmers Market every Thursday 3pm-7pm
Walk to UC Berkeley campus
A few blocks from the original Peet's Coffee
Walk Score of 89
copy and past for more information and photos: http://www.bayaptadvisors.com/shattuck.html
RENTAL FEATURES:
Living room
Two Story Apartment
Walk-in closet
Range / Oven
Refrigerator
Hardwood floor
COMMUNITY FEATURES
Secured entry
Gym
Parking Spot Available
APPLICATION
Website: http://bayaptadvisors.com/vacancies.html
",37.883182,-122.270046,900,"Top Floor, 2 Story, 2 Bedroom Near Gourmet Ghetto & Cal",1600
2150,1936 Berryman St,0,0,0,37.88328,-122.272508,0,0,2416
2151,1910 Berryman Street,1,2,"
Welcome to Berkeley, home of UC Berkeley Campus. Berkeley is a busy town with college students and the best restaurants around. We have two- two bedroom one bath units located at 1910 Berryman, Available Now! The other apartment is available 3/30/16. These apartments are renting for $2495 and are 760 sf. Water and garbage included.Close to the campus, AC Transit, and BART. Sorry but no pets. 
- water and garbage paid
- $2,000 deposit
-$40 Application fee
",37.883308,-122.274163,760,Amazing 2 Bedroom Apartment Available!,1247
2152,Berryman Street at Bonita Avenue,1,2,"
This peaceful, charming, vintage home constructed in 1939 is located in North Berkeley. The one story duplex features windows on all sides with miniblinds throughout. Working wood burnung fireplace. Wood ceiling in living room. Pristine oak hardwood flooring in living room, hall, bedrooms and closets. Tile floors in kitchen, laundry room and bathroom. Porcelain tile in barthroom and on kitchen countertops. Newly repainted interior. Kitchen with gas stove and Maytag refrigerator. Maytag washer and dryer in laundry room. Bathroom has a tub with shower, pedestal sink. Gas heat.
Offstreet driveway parking.
Cats welcome; no dogs please.
Terms:
$3250 per month
$4000 security deposit
Tenant pays water and PG&E utility bills.
Please reply if interested in viewing and include information on who would potentially be living in the unit.
Available now.
",37.883425,-122.27358,1032,"QUIET, SPACIOUS NORTH BERKELEY DUPLEX",1625
2153,1315 Spruce St,0,0,0,37.883431,-122.265944,0,0,1559
2154,1913 Berryman St,0,0,0,37.883606,-122.273677,0,0,3350
2155,1915 Berryman St,0,0,0,37.883627,-122.273441,0,0,2228
2156,1931 Berryman St,0,0,0,37.883653,-122.272994,0,0,2670
2157,1240 Milvia St,0,0,0,37.883758,-122.272362,0,0,1332
2158,1275 Bonita Avenue,1,3,"
1275 Bonita Avenue - 301 | Berkeley, CA 94709
Lipnosky Real Estate LLC |
",37.883915,-122.273702,800,Sunny top floor unit near UCB. Covered parking. Onsite laundry.,1166
2159,0 0,0,1,"
One room available for rent in a beautiful North Berkeley home. We are having a roommate move out next week and the bedroom pictured with an attached private bathroom will be available for approximately 1-2 months only, depending on your circumstances. We are all in our mid-twenties with full time jobs, enjoying evenings on the couch, one of the roomies is in a band...
The house has a total of 4 bedrooms, 3 bathrooms, a huge kitchen, washer&dryer, and deck with amazing views. Currently living in the home are 4 young professionals who are very clean and friendly. Both the Cal campus and Bart are one mile away for a simple commute. Easy street parking in the neighborhood and room to store your bike in the garage. House has heating/air, cable, wifi. 
The bedroom available (approx. 12x15') has two huge walk-in closets and windows that face the front yard. The bedroom is hardwood and the bathroom is tile with a shower and plenty of light. Both will be completely empty and clean upon move-in. $1500/mo with all utilities included, $1900 for couples. Unfortunately no pets!
",37.884169,-122.262383,0,One Room in Beautiful Berkeley House,1500
2160,1225 Bonita Ave,0,0,0,37.884554,-122.272972,0,0,1275
2161,1218 Shattuck Ave,0,0,0,37.88474,-122.27023,0,0,1218
2162,Ordway Street at Manor Way,1,1,"
I am looking for one mature and reliable person to live in my adorable studio. There is a private bathroom, pull out love seat, a natural gas fire pit in the yard, a storage shed, a gas grill, and a few fruit trees. There is a kitchenette with a nice double induction burner, blender/food processor, induction kettle, microwave, convection oven, plenty of storage space,and mini-fridge. The room is fully furnished with queen bed, pillows, desk and chair, heater, sheets, towels, and kitchen supplies (including some staples like spices, rice, four, oil, etc). I will even consider letting you use my bike if you are trustworthy. The place is really cute with lots of light. The neighborhood is very quiet. There is a great park 2 blocks away and many groceries, coffee shops, laundromats, bars, and restaurants within walking distance. There is a bus at the end of the street that gets you right onto campus within 15 minutes or you can bike there in 15 minutes. You have a pretty great view of the city from the top of the driveway as this neighborhood is up on a hill. Landlord is fine with guests as long as you let her know.
The move in/out dates are semi-negotiable but you would have to be out by August 21st at the latest. $500 deposit (refundable assuming no damage). Rent includes all utilities. No pets - sorry. 
There are a few odd things about the place. The cottage is a mother-in-law suite - as in: it is in the backyard of the main house where the landlord and her 2 children live. The bathroom that goes with the cottage is connected to the back of the main house. It is a private bathroom with only one entrance from the outside which is about ten steps outside the front door of the cottage. So you have to walk outside to get to the bathroom, but not far, and it is your bathroom alone. Also - there is no sink in the studio so you have to do dishes in the bathroom sink. I have a dish drainer setup in the bathroom and the sink is not prohibitively small. While this is a strange setup, I have never had issues with it at all.
The landlord will want to meet you but other than that you won't interact with her much. You basically have 100% privacy in the unit and backyard and it is nice and quiet.
",37.884812,-122.285171,160,Adorable mother-in-law suite in Berkeley/Albany,1300
2163,Oxford at Rose-Eunice,1,1,"
Sweet cottage. One bedroom, one bathroom, large study, living room, kitchen, laundry, basement storage area, rear yard, patio, washer & dryer. Wired for cable and dsl. Tenant pays gas and electric. landlord pays water and garbage. Approximately 800 square feet in size. No smoking. No pets. Avaailable as of April 22, 2016. Shown by appointment.
",37.884931,-122.267425,800,Cottage--Live Oak Park,2600
2164,Highland Road at Sundale,0,2,"
$2450, Large 2 bedroom 1 bath Quiet Lafayette, Top Floor View, Deck, close to BART SF, UC Berkeley, Reservoir
& downtown 
Just finishing a comprehensive remodel and updating of our large 2 bedroom 1 bath home plus a garage located in downtown Lafayette Village Area three plex. Our home is approximately 1000 square ft.
This location is ideal for those who enjoy easy safe walking or bike riding distance to downtown but far enough away from the traffic with easy access to the freeways (Hwy. 24, 2 minutes) and BART (.7 mi) 20 minute to Downtown San Francisco by BART. U.C. Berkeley Campus, Lawrence Hall of Science, HAAS school of Business , Boalt Law School , Lawrence Berkeley National Lab are within very short driving distance. Easy walking distance to the Lafayette Reservoir (http://www.ebmud.com/recreation/east-bay/lafayette-reservoir/ ).
Newly painted kitchen including gas range, refrigerator, windows with brushed nickel Hansgrohe faucet and sprayer. Views from the kitchen and breakfast area overlooking the Lafayette hills and Village area.
The city of Lafayette is a beautiful, desirable sought after neighborhood with hip coffee houses, amazing bakeries, great restaurants, with cool shopping spots
, including Diablo Foods, Trader Joes, Whole Foods, etc. 
Bathroom remodeled and includes, whisper fan, lighting and double mirrored door medicine cabinet (30"" BY 26 ""Kohler) including inside mirrors. A newer efficient energy saving forced heater system for efficient heating. Included also is a air-conditioner and ceiling fans.
Off the kitchen is the in-house washer and dryer laundry and storage areas.
Large garage and storage space also included.
The living room looks out 6 large 6' windows to the private deck around old oak trees to see for Lafayette Valley and surrounding hill tops. Bedrooms are 12 by 12 and 12 by 9 feet.
Our home has been fully painted, well cared for and ready to enjoy.
Please email us if you might have interest with some background on yourselves.
We apologize for the picture quality and hope to update this soon.
Regards,
Isabelle
About Lafayette from Sunset Magazine September 2015 front inside bay area column.
""This mellow East Bay enclave has fashioned itself into a charming hub of its own, thanks largely to residents taking it upon themselves to open independent shops and restaurants they tired of longing for,"" the article states. ""Now it's a melting pot of locals and day-trippers seeking good food without the lines, and handcrafted goods minus the hype.""
",37.885424,-122.130876,0,Large 2 bedroom 1 bath Quiet Lafayette Top Floor View Deck,1250
2165,1216 Spruce St,0,0,0,37.885508,-122.266847,0,0,4000
2166,0 0,0,3,"
 http://www.premiumpd.com/details_n1.php?unit_id=1049&index=0&type=rent http://www.premiumpd.com/listings.php?type=rent http://www.premiumpd.com/hotlist.php?openhouse=1http://www.premiumpd.com/login.php
 http://www.premiumpd.com/details_n1.php?unit_id=1049&index=0&type=rent http://www.premiumpd.com/listings.php?type=rent http://www.premiumpd.com/hotlist.php?openhouse=1http://www.premiumpd.com/login.php
",37.886125,-122.26718,0,Beautiful House For Rent - Next To Cal! Open Thurs! Apply in Person!,1665
2167,Josephine at Rose,0,3,"
 http://www.premiumpd.com/details_n1.php?unit_id=1157&index=0&type=rent http://www.premiumpd.com/listings.php?type=rent http://www.premiumpd.com/hotlist.php?openhouse=1http://www.premiumpd.com/login.php
 http://www.premiumpd.com/details_n1.php?unit_id=1157&index=0&type=rent http://www.premiumpd.com/listings.php?type=rent http://www.premiumpd.com/hotlist.php?openhouse=1http://www.premiumpd.com/login.php
",37.886425,-122.27628,0,Available 6/1 - Lovely North Berkeley Charmer - Walk to Bart! Open Sun,1198
2168,1250 Campus drive,2,3,"
Spacious 3 Bedroom 2 bathroom rental, with new kitchen counters, new floors, new lighting, new bathroom, in fabulous North Berkeley Hills neighborhood, corner haus, quiet, secluded and charming.
Greenhaus with passive solar heating, dishwasher, washer, dryer, Garden, hardwood flooring throughout, garbage disposal, granite countertop. 1500 plus square foot, great neighborhood, easy parking.
Rent $3700
Call Markus
for appointment
",37.886438,-122.254894,1575,Great location 3/2 house $3700,1233
2169,1192 Laurel St,220,1,"
Clean and simple studio apartment for 5 to 6 mos lease. Open house Sunday 2/28: 2 pm to 4 pm. Laundry available. Near bus stop and 1 mile north of campus.
",37.886525,-122.26378,220,Berkeley Studio near Rose Garden,1050
2170,Euclid Ave. at Eunice Ave.,0,7,"
This is a beautiful, huge, 3-level house. There are 7+ bedrooms, 3 full bathrooms, a spacious living room, and a separate dining room in the house. There are refinished hardwood floors in most areas. The kitchen has a dishwasher and an adjacent eating area that leads to a deck. Most rooms have a lot of windows. The property has a single-car garage, although parking on the street is usually very easy. 
Located across from the Rose Garden, the house is in one of the most desirable and quiet residential neighborhoods in Berkeley. Walking to the UC campus takes about 15 min. The #65 bus, which has a nearby stop, also goes directly to school and to downtown. No smoking. No pets. 10 adults is maximum occupancy. Available June 1st.
",37.886625,-122.26288,0,"Huge House, 3 full baths, close to north side of UCB",1200
2171,91 Fairlawn Dr,0,0,0,37.886814,-122.251965,0,0,1505
2172,1186 Laurel St,0,0,0,37.886859,-122.26356,0,0,1523
2173,Amador at Mariposa av.,0,1,"
House on beautiful, tree-lined St. Safe, quiet neighborhood in the prettiest part of Berkeley. 1 mile from Cal. Bedroom, living room, huge kitchen/living area. Closets. No smokers or smoking. Some furniture available. 
Move in date: Available now.
A few blocks from Solano Avenue and Berkeley's gourmet ghetto (Cheeseboard, the farmers market and Chez Panise).
- Plenty of parking
- Laundry
- Close to public transportation (AC Transit 7, 9, 18 and the FS Transbay to San Francisco) and grocery.
",37.887225,-122.27218,650,"In-law on beautiful, tree-lined St.",1425
2174,Curtis at Sonoma,0,3,"
This is a wonderful bright and tranquil, 3 Bedroom/2 Bath home in a highly coveted ALBANY neighborhood! The kitchen has beautiful granite countertops, new appliances, old fashioned built in cabinets in the dining room, newly refinished hardwood floors throughout. Back yard and deck are quite sunny for relaxing after a long day! Master Bathroom has tub and shower.
It has a 'walkscore' of 80! Five minute walk to Solano Avenue shops. Approximately 20 minute walk to North Berkeley BART, 5 minutes to bus stop, 12 minute walk to SF Express bus, easy access to UC Berkeley (7 minute drive--15 minutes by bike). Walk to Solano Attractions, such as: Albany Twin Theater, Rendez Vous, Britt Marie's, Fonda, China Village, Rivoli's, Barney's, Gordo's Taqueria, Zachary's Pizza, Peet's Coffee, iScream, 24 Hour Fitness, grocery stores. 10 minute walk to award-winning LaLime's Restaurant. Fantastic school district! Only 1 block from the highly acclaimed Marin Elementary School (10 out of 10 score). 13 minute walk to Albany High School. 5 minute walk to beautiful neighborhood park.
Small pets negotiable
",37.887268,-122.287681,0,Beautiful 3-Bdrm/2-Bath House in Albany,1231
2175,1824 Monterey Ave,0,0,0,37.887335,-122.277149,0,0,1218
2176,1169 Euclid Ave,0,0,0,37.8873589,-122.261958,0,0,1685
2177,Curtis at Sonoma,0,3,"
This is a wonderful bright and tranquil, 3 Bedroom/2 Bath home in a highly coveted ALBANY neighborhood! The kitchen has beautiful granite countertops, new appliances, old fashioned built in cabinets in the dining room, newly refinished hardwood floors throughout. Back yard and deck are quite sunny for relaxing after a long day! Master Bathroom has tub and shower.
It has a 'walkscore' of 80! Five minute walk to Solano Avenue shops. Approximately 20 minute walk to North Berkeley BART, 5 minutes to bus stop, 12 minute walk to SF Express bus, easy access to UC Berkeley (7 minute drive--15 minutes by bike). Walk to Solano Attractions, such as: Albany Twin Theater, Rendez Vous, Britt Marie's, Fonda, China Village, Rivoli's, Barney's, Gordo's Taqueria, Zachary's Pizza, Peet's Coffee, iScream, 24 Hour Fitness, grocery stores. 10 minute walk to award-winning LaLime's Restaurant. Fantastic school district! Only 1 block from the highly acclaimed Marin Elementary School (10 out of 10 score). 13 minute walk to Albany High School. 5 minute walk to beautiful neighborhood park.
Small pets negotiable
",37.887386,-122.287595,0,Beautiful 3-Bdrm/2-Bath House in Albany,1233
2178,Village View Court,0,3,"
This beautiful home offers single level living with the benefit of a spacious downstairs for guests or additional living space. Ideally located on one of the very best cul-de-sacs in Orindawoods with expansive views from most rooms, this home has it all!
â€¢ The formal living room has dramatic vaulted ceilings, a lovely marble fireplace, custom book shelves and breathtaking outlooks to the Berkeley Hills
â€¢ Lovely formal dining room
â€¢ Cook's kitchen with granite counters, stainless appliances and adjoining breakfast / sitting room is bathed in natural light and has beautiful views
â€¢ Three spacious bedrooms including a luxurious master suite on the main living level with a large bath, dressing area and walk-in closet
â€¢ Two and one half baths
â€¢ Office or 4th bedroom
â€¢ Inside laundry room
â€¢ Fabulous outdoor decks are ideal for everyday living and entertaining
â€¢ Attached two-car garage with big storage loft
â€¢ Highly desirable end of cul-de-sac location
â€¢ Orindawoods amenities include 7 Tennis Courts, Pool & BART Shuttle
â€¢ Elegant interiors, serene outlooks and an ideal location make this a rare and wonderful Orindawoods opportunity
Contact Chris Swim for more information at
",37.887527,-122.183712,2541,Beautifully updated Orindawoods 3+BR,2000
2179,1139 Oxford St,0,0,0,37.887732,-122.267624,0,0,1420
2180,3569 Brook Street,0,1,"
** As long as this Ad is showing the property is Available **
** CURRENTLY UNDER CONSTRUCTION -- AS THIS UNIT WILL BE COMPLETELY REMODELED. ** 
Address: 3569 Brook Street, Unit A, Lafayette
Rent: $1950 Sec Dep: $1550 
One (1 Bedroom, One (1 Bath Unit. 
LOCATION IN DOWNTOWN LAFAYETTE !!! 
BRIGHT, SUNNY, QUAINT Beautifully Updated upstairs end unit. Comes with NEW granite countertops, New Flooring, New Paint, New double-pane windows, Newly Glazed tub and shower enclosure, patio area, dishwasher. Washer and dryer just feet/steps away from this unit. This is a 7-unit complex located within an upscale residential neighborhood. Amazing walking location -- Just minutes walking to BART, DOWNTOWN, AMAZING RESTAURANTS, SCHOOLS, TRAILS / RESEVOIR AND MUCH, MUCH MORE ...
Lafayette is noted for its high quality of life with top rated schools, low crime rate, small town downtown with great restaurants. Located between Berkeley and Walnut Creek, Lafayette has its own Bay Area Rapid Transit station (BART) and is only a 25-minute BART ride from San Francisco. With easy access to Highway 24 & 680, making this an ideal location for those commuting throughout the Bay Area.
This unit comes with a garage w/ a Storage Unit. It also has a nice patio, perfect for BBQ and sitting outside. There is an onsite laundry feet from the front door. 
PHOTOS: Photos are stock, but are similar in quality of construction. Updated pictures coming. 
LEASE TERMS: 1 year. Resident pays PG&E and Cable. Owner pays for water & garbage. 
Sorry No Section 8. All applicants must view property before applying. This is a non-smoking unit/building (no smoking in our around the building). Application fee per applicant is $30 singles, $50 married couple. Must have 3 times the rent in gross income. No Co-signors. Please do not apply unless you have Good Credit.
To Apply Please Bring: 
Photo ID
2-3 paystubs with YTD information
Application Fee
This property is professionally managed by: 
Key Property Management located in downtown Walnut Creek. 
Equal Opportunity Housing 
Prices are subject to change without notice.
Key Property Management is not responsible for typographical errors 
Thanks for Looking
",37.887911,-122.121288,0,GREAT LAFAYETTE DOWNTOWN LOCATION !! ** KeyPropertyMgt **,1850
2181,1106 Oxford St,0,0,0,37.888634,-122.268172,0,0,2538
2182,1137 High Ct,0,0,0,37.8886599,-122.2629546,0,0,1548
2183,2555 Oxford,0,2,"
 http://www.premiumpd.com/details_n1.php?unit_id=810&index=0&type=rent http://www.premiumpd.com/listings.php?type=rent http://www.premiumpd.com/hotlist.php?openhouse=1http://www.premiumpd.com/login.phpTHIS GREAT 3 BEDROOM 2 BATH FEATURES:
 http://www.premiumpd.com/details_n1.php?unit_id=810&index=0&type=rent http://www.premiumpd.com/listings.php?type=rent http://www.premiumpd.com/hotlist.php?openhouse=1http://www.premiumpd.com/login.php
",37.888925,-122.26838,0,"6/1 Beautiful 3 BED 2 BATH in Oxford Blding Modern, H/W Flors",1997
2184,1108 Euclid Ave,0,0,0,37.889068,-122.262759,0,0,2030
2185,1993 El Dorado Ave,0,0,0,37.889186,-122.27283,0,0,2511
2186,Euclid Avenue at Keith Street,1,1,"
Charming, quiet N Berkeley Studio apartment available as of April 1st.
Walking distance to UC, unlimited street parking, bus #65 in front of home.
$1500/month utilities included. In Law unit in single family home. Separate entrance and small garden area. No Smoking a must. Single occupancy only. No pets. Minimum of one year rental!
Graduate students preferred. 
Full kitchen open to living/sleeping area. Fully renovated bathroom with walkin shower. 
Email to schedule a viewing. Available as of April 1st.
",37.889825,-122.26234,600,Studio Apartmt $1500/walking to UC,1500
2187,0 0,1,2,"
Description:
============
Short distance bike to the park/marina, one block from Solano Avenue, 1 block to bus stop(*** Berkeley/Emeryville***).
Transbay bus right across carpool location in case carpool line too long option to hop on the bus.
- Easy car free commute to SF Bart. 
- 15mins walk to Bart station, bike-friendly trail.
- Short drive to North Bay, Russian river, Presidio Park, Golden Gate park system.
- Location close to eateries, library, Barnes & Nobles, shopping mall/outlets, Ross, movie theater, Albany Bowl, Andronicos/Safeway, Starbucks/Peets, McD. the list goes on. 
- Excellent school systems only second to Piedmont. 
- Tilden Park, Lake Anza 10mins drive away:
http://www.dailycal.org/2014/05/23/4-places-around-berkeley-can-go-cool/
Details:
======
Sq Footage: 795 sqft.
Bedrooms: 2 Beds.
Bathrooms: 1 Bath.
Lease: 6-12Months.
Off street parking.
Huge back cottage upgraded with new floor/glass door.
Spacious powder/laundry area.
Quiet/private backyards.
Stove, fridge, Washer/Dryer.
Fresh painted walls.
Resurfaced/installed new floors the entire unit.
Totally redone bathroom.
Most desirable location in Albany.
Clean, nice & quiet private backyard.
Please note unit has the some disadvantages:
- Small bathroom. 
- Small second room will only fit bunk or twin bed. 
- No tub, shower floor.
- Small unit 800sqft.
- Small kitchen similar to most homes in the area, sideway kitchen layout.
- Small side parking; minivan can fit since passenger doors are sliding out.
Open House this weekend 10:30AM-12PM
Please contact for more info, Email Only.
Must include brief introduction for response:
- work location, 
- employment, 
- family size, 
- reason looking to move.
Private tour showing for now.
Thank you.
",37.89,-122.2954,800,2Bedroom/1Bath House- Albany,1375
2188,Keith Ave at Euclid,1,2,"
Updated Mid-Century 2bed/1bath 1200 square foot unfurnished home for rent.
-Master bedroom with built-in closet
-2nd bedroom with closet and built-in armoire
-Open floor plan with spacious living area
-Remodeled kitchen
-Updated bathroom
-Large deck in front
-Level backyard with built-in BBQ
-2 car detached garage
-Washer/Dryer hook-up (stackable)
-Dual pane windows
-1.5 miles to Northside UC Berkeley Campus
-1/2 mile to Berkeley Rose Garden and Codornices Park
-5 minute walk to AC Transit 65 bus line/ 10 minute walk to AC Transit 67 bus line
-Landscape maintenance and garbage included
-Tenant pays PG&E utilities and EBMUD water
-No Pets
-No Smoking
-$3500/month rent
-Security deposit required
Application and references required
",37.890326,-122.263497,1200,**2 bed/1bath mid century modern house for rent $3500/month**,1750
2189,Cragmont at Euclid,1,1,"
The flat has fabulous Bay views, charming top floor. Available March 7, 2016
Easy walk to the North Berkeley Gourmet Ghetto (Philz Coffee, Peets, Grocery stores Andronico's grocery, Safeway, CVS), and to Solano Ave. and to shops and restaurants. 
KEY FEATURES
Excellent Location -- Berkeley Hills -- only a half mile walk to UC Campus
Hardwood floors, some built in cabinets, lots of sun - windows on three sides of the flat -- southwest! 
Lease Duration: Open to Discussion
Quiet Building, safe neighborhood.
Very large bedroom
Very large living room (with views)
Dining room (with views)
Bathroom with bathtub/shower
Basic furniture available if desired. (Bed, dresser, dining table chairs, misc.)
High ceilings
Gas range/oven
Laundry: small in unit machine
Easy Street parking
Bus stops 200 yards away, taking you to the campus and downtown Berkeley Bart (in 12 minutes
Shared backyard
Security Deposit: Open to Discussion
Free Internet
Other charges Usually $40-80. per month for utilities: water, PG&E, garbage.
For a single person, no roommate situation please. :-)
",37.890756,-122.264442,750,Large- North Berkeley hills flat. Flexible lease.,1950
2190,1494 Solano Avenue,0,1,"
 http://www.premiumpd.com/details_n1.php?unit_id=1213&index=0&type=rent http://www.premiumpd.com/listings.php?type=rent http://www.premiumpd.com/hotlist.php?openhouse=1http://www.premiumpd.com/login.php
 http://www.premiumpd.com/details_n1.php?unit_id=1213&index=0&type=rent http://www.premiumpd.com/listings.php?type=rent http://www.premiumpd.com/hotlist.php?openhouse=1http://www.premiumpd.com/login.php
",37.890925,-122.288263,0,Super Charming Remodeled Apt-H/W Floors-Right ON SOLANO-Open Sun,1895
2191,1035 Euclid Ave,0,0,0,37.891126,-122.263995,0,0,2620
2192,908 The Alameda,0,0,0,37.8912369,-122.2771623,0,0,1010
2193,1015 Euclid Ave,0,0,0,37.8913534,-122.2645639,0,0,1167
2194,0 0,0,1,"
Beautiful Modernist home, 5 min from UC Berkeley campus. Formerly owned by the famous architect and former chairman of Landscape Architecture for UC Berkley and UCLA, Garrett Eckbo. Nestled in the scenic Berkeley Hills 1 mile north of Berkeley Campus neighborhood walks are complete with Berkeley Rose Garden, meandering walking trails through the hills, Tilden Park, and vistas at every turn. Close to Alice Waters' Chez Panisse restaurant, Cheese Board, Organic Markets, fabulous cafes.
The studio apartment is private with gorgeous views of garden from two walls of the unit. Queen size bed with memory foam mattress, limestone bath and kitchenette. High speed internet, cable, in floor radiant heat, weekly cleaning and laundry included. Bus stops 1/8 mi from house and will take you mile to north gate of campus or 1 mile from downtown area ( passing Gourmet Gulch). 1 mile from Tilden Park. 
Fully furnished and ready to move in. Great place to work, write, rest. Short term 3 - to 10 months. Additional furniture not allowed.
- All utilities included
- High speed internet and cable tv included
- Weekly cleaning and 1 bag of laundry included
- In floor radiant heat throughout
- Disposal
- Instant hot water,
- Microwave and toaster oven
- cooktop
- kitchen utensils and all cookware included
- Limestone bathroom with large sand blasted glass window in shower enclosure
- private garden area and entrance
- low voltage lighting
- high speed internet
- Cable TV
Available June 1 to single, non-smoking person.
",37.8918,-122.2604,0,Tranquil Garden Apartment- furnished - weekly cleaning w/laundry,2700
